meanFreq_MaxS11,mean_MaxS11,mean_S11DEG,meanFreq_MaxS22,mean_MaxS22,mean_S22DEG,varFreq_MaxS11,var_MaxS11,var_S11DEG,varFreq_MaxS22,var_MaxS22,var_S22DEG,Weight,Class,Tester
3972.816326530612,-12.032114124475077,5.937536932025708,4052.326530612245,-18.7248646645522,-0.6890322538353458,13.700957934194072,0.0026312300068402736,1.1357995047522587,1.1995002082465658,0.06804334421589588,3.239093164379832,80.0,0,Leo
3974.3673469387754,-12.048677944525425,6.312130802978797,4052.2448979591836,-18.78438492763481,-0.5381729101440058,5.824239900041638,0.001265797989660232,0.887404563086823,0.9196168263223665,0.09574067877293403,2.2310852184693633,80.0,0,Leo
3974.612244897959,-12.041153559526167,6.460566772936175,4052.0,-18.936033673800424,-0.913209174429532,3.625156184922948,0.0007826998177378945,0.8141016183026208,0.0,0.12290771459462728,0.26666292137559916,80.0,0,Leo
3974.7755102040815,-12.028460777896958,6.554176739793308,4052.0,-19.097448566237606,-1.01054026464203,3.3985839233652615,0.000655032184523563,0.8163088827165662,0.0,0.12363023434830878,0.3938678430417986,80.0,0,Leo
3974.6938775510203,-12.015551070375949,6.495695775663096,4052.0,-19.272077896992123,-1.2195768120663444,4.171595168679715,0.00035849603256441436,0.8363526656188792,0.0,0.06600703526348273,0.29469424831331203,80.0,0,Leo
3974.6938775510203,-12.016405407229202,6.471962389521869,4052.0,-19.379285473789505,-1.5167028341731328,4.171595168679714,0.0004729816964579282,0.8160667658112919,0.0,0.04049035856615545,0.5664353816657912,80.0,0,Leo
3974.3673469387754,-12.01533080663734,6.380598367492097,4052.0,-19.311743167846053,-1.9533616800717286,4.518117451062054,0.00041531870246440367,0.8534873154418455,0.0,0.06895223895018768,0.5485177652946448,80.0,0,Leo
3974.285714285714,-12.017575456196276,6.399306746478017,4052.0,-19.25016851335719,-2.204763812765345,4.571428571428568,0.000403918412179044,1.0139925187930245,0.0,0.0732765870233068,0.527854717107909,80.0,0,Leo
3974.285714285714,-12.009759670204064,6.398446661705556,4052.0,-19.21309274768599,-2.4342147123713835,4.571428571428568,0.0008992466796288895,1.0164253078101984,0.0,0.06908092674013999,0.5892425975491812,80.0,0,Leo
3974.6938775510203,-12.002680363306784,6.522311561336572,4052.2448979591836,-19.03508019958144,-2.7487196665949813,3.5185339441899153,0.0012236401728418186,0.9387425624367328,0.9196168263223656,0.10085673886696629,2.0316983751836215,80.0,0,Leo
3975.0204081632655,-11.990570569791506,6.70598516595347,4053.061224489796,-18.8598495045673,-1.8892675564724222,2.958767180341529,0.0010993615549480822,0.8039408939461476,3.118700541441066,0.11358859344105376,5.2051451825601385,80.0,0,Leo
3975.5102040816328,-11.975815359829888,6.856372783457301,4053.877551020408,-18.748315199624074,-1.0279077084453672,1.7192836318200782,0.000685928707056485,0.6067397774082087,3.9850062473969143,0.14890749124540226,6.521410508669555,80.0,0,Leo
3975.918367346939,-11.962388467142379,6.893996372111757,4054.6938775510203,-18.604124005055407,-0.19558958963036102,0.3198667221990834,0.0003323628430641721,0.3182905848511759,3.518533944189914,0.1318673933668324,6.366360082526619,80.0,0,Leo
3976.0,-11.952950557675042,6.866514560293699,4055.5102040816328,-18.42305100067629,0.6462246002295065,0.0,0.0004255265347355736,0.20860224305600142,1.7192836318200782,0.015394995931492086,4.518518743836816,80.0,0,Leo
3976.0,-11.943801087529957,6.8666286398290985,4056.0,-18.379564258666004,1.339589785834494,0.0,0.0004464657501412894,0.11390041991053537,0.0,0.0021000737784056703,0.06475505504315181,80.0,0,Leo
3976.0,-11.933338117587219,6.679870104988072,4056.0,-18.363451968869683,1.1687113383604895,0.0,0.0003677395929173465,0.10063769387299215,0.0,0.0016994540108638526,0.07709437083534235,80.0,0,Leo
3976.0,-11.920756730071558,6.54673520789699,4056.0,-18.35353910863134,1.0638668162232987,0.0,0.00034831075807919225,0.04838186261253109,0.0,0.0015108436348737846,0.07689869410445116,80.0,0,Leo
3976.0,-11.906751213319268,6.591433695288231,4056.0,-18.374656671315122,0.9887944207692998,0.0,0.0003490476167119619,0.07566832644705795,0.0,0.00536071037018095,0.06744254997416665,80.0,0,Leo
3976.0,-11.89759197827043,6.658277208124996,4056.0,-18.42362607807413,0.8854462178400383,0.0,0.0004451472199820852,0.11918287397307539,0.0,0.01580193010711764,0.06392358574250333,80.0,0,Leo
3976.0,-11.884949481198253,6.770752971702931,4055.918367346939,-18.524573149247807,0.8364885059937702,0.0,0.00044356725020559964,0.1494487577804503,0.3198667221990837,0.059160197011561,0.8969430589037409,80.0,0,Leo
3976.0,-11.88200973623178,6.672410968734198,4055.1020408163267,-18.896789595635198,0.28064270944331404,0.0,0.00035440526963495224,0.31313646528682665,2.785506039150353,0.4768279699751732,2.474159124096357,80.0,0,Leo
3976.081632653061,-11.88771633714395,6.5639684816278985,4053.9591836734694,-19.346937351383026,-0.2235622933454375,0.3198667221990837,0.0006485411841553142,0.503623871323554,6.61057892544773,0.7571935539053464,4.620070894784426,80.0,0,Leo
3976.081632653061,-11.895546715961913,6.4286156358979465,4052.326530612245,-19.736303472834624,-0.8202082778084324,0.3198667221990836,0.0007211131825998829,0.4745773413561593,10.342357351103702,0.6885694373355172,4.69243304061358,80.0,0,Leo
3976.081632653061,-11.905633425604448,6.215846275272251,4050.6938775510203,-20.080465430401997,-0.9871592557102781,0.3198667221990835,0.000698076660796297,0.3915185207419287,8.743023740108276,0.4141605458770508,4.243238210232243,80.0,0,Leo
